filepath,dataset,labels
dataset/train/american_football/american_football_0.jpg,train,american_football
dataset/train/american_football/american_football_1.jpg,train,american_football
dataset/train/american_football/american_football_10.jpg,train,american_football
dataset/train/american_football/american_football_101.jpg,train,american_football
dataset/train/american_football/american_football_102.jpg,train,american_football
dataset/train/american_football/american_football_105.jpg,train,american_football
dataset/train/american_football/american_football_11.jpg,train,american_football
dataset/train/american_football/american_football_111.jpg,train,american_football
dataset/train/american_football/american_football_112.jpg,train,american_football
dataset/train/american_football/american_football_113.jpg,train,american_football
dataset/train/american_football/american_football_115.jpg,train,american_football
dataset/train/american_football/american_football_116.jpg,train,american_football
dataset/train/american_football/american_football_117.jpg,train,american_football
dataset/train/american_football/american_football_118.jpg,train,american_football
dataset/train/american_football/american_football_123.jpg,train,american_football
dataset/train/american_football/american_football_124.jpg,train,american_football
dataset/train/american_football/american_football_126.jpg,train,american_football
dataset/train/american_football/american_football_128.jpg,train,american_football
dataset/train/american_football/american_football_13.jpg,train,american_football
dataset/train/american_football/american_football_131.jpg,train,american_football
dataset/train/american_football/american_football_132.jpg,train,american_football
dataset/train/american_football/american_football_134.jpg,train,american_football
dataset/train/american_football/american_football_135.jpg,train,american_football
dataset/train/american_football/american_football_136.jpg,train,american_football
dataset/train/american_football/american_football_137.jpg,train,american_football
dataset/train/american_football/american_football_140.jpg,train,american_football
dataset/train/american_football/american_football_142.jpg,train,american_football
dataset/train/american_football/american_football_143.jpg,train,american_football
dataset/train/american_football/american_football_147.jpg,train,american_football
dataset/train/american_football/american_football_15.jpg,train,american_football
dataset/train/american_football/american_football_151.jpg,train,american_football
dataset/train/american_football/american_football_153.jpg,train,american_football
dataset/train/american_football/american_football_157.jpg,train,american_football
dataset/train/american_football/american_football_159.jpg,train,american_football
dataset/train/american_football/american_football_16.jpg,train,american_football
dataset/train/american_football/american_football_162.jpg,train,american_football
dataset/train/american_football/american_football_165.jpg,train,american_football
dataset/train/american_football/american_football_167.jpg,train,american_football
dataset/train/american_football/american_football_168.jpg,train,american_football
dataset/train/american_football/american_football_17.jpg,train,american_football
dataset/train/american_football/american_football_170.jpg,train,american_football
dataset/train/american_football/american_football_172.jpg,train,american_football
dataset/train/american_football/american_football_174.jpg,train,american_football
dataset/train/american_football/american_football_177.jpg,train,american_football
dataset/train/american_football/american_football_180.jpg,train,american_football
dataset/train/american_football/american_football_183.jpg,train,american_football
dataset/train/american_football/american_football_184.jpg,train,american_football
dataset/train/american_football/american_football_185.jpg,train,american_football
dataset/train/american_football/american_football_187.jpg,train,american_football
dataset/train/american_football/american_football_189.jpg,train,american_football
dataset/train/american_football/american_football_19.jpg,train,american_football
dataset/train/american_football/american_football_192.jpg,train,american_football
dataset/train/american_football/american_football_196.jpg,train,american_football
dataset/train/american_football/american_football_197.jpg,train,american_football
dataset/train/american_football/american_football_198.jpg,train,american_football
dataset/train/american_football/american_football_199.jpg,train,american_football
dataset/train/american_football/american_football_20.jpg,train,american_football
dataset/train/american_football/american_football_200.jpg,train,american_football
dataset/train/american_football/american_football_201.jpg,train,american_football
dataset/train/american_football/american_football_202.jpg,train,american_football
dataset/train/american_football/american_football_207.jpg,train,american_football
dataset/train/american_football/american_football_208.jpg,train,american_football
dataset/train/american_football/american_football_213.jpg,train,american_football
dataset/train/american_football/american_football_214.jpg,train,american_football
dataset/train/american_football/american_football_216.jpg,train,american_football
dataset/train/american_football/american_football_217.jpg,train,american_football
dataset/train/american_football/american_football_218.jpg,train,american_football
dataset/train/american_football/american_football_22.jpg,train,american_football
dataset/train/american_football/american_football_220.jpg,train,american_football
dataset/train/american_football/american_football_221.jpg,train,american_football
dataset/train/american_football/american_football_222.jpg,train,american_football
dataset/train/american_football/american_football_224.jpg,train,american_football
dataset/train/american_football/american_football_226.jpg,train,american_football
dataset/train/american_football/american_football_227.jpg,train,american_football
dataset/train/american_football/american_football_228.jpg,train,american_football
dataset/train/american_football/american_football_235.jpg,train,american_football
dataset/train/american_football/american_football_236.jpg,train,american_football
dataset/train/american_football/american_football_238.jpg,train,american_football
dataset/train/american_football/american_football_239.jpg,train,american_football
dataset/train/american_football/american_football_24.jpg,train,american_football
dataset/train/american_football/american_football_242.jpg,train,american_football
dataset/train/american_football/american_football_246.jpg,train,american_football
dataset/train/american_football/american_football_25.jpg,train,american_football
dataset/train/american_football/american_football_252.jpg,train,american_football
dataset/train/american_football/american_football_254.jpg,train,american_football
dataset/train/american_football/american_football_256.jpg,train,american_football
dataset/train/american_football/american_football_258.jpg,train,american_football
dataset/train/american_football/american_football_26.jpg,train,american_football
dataset/train/american_football/american_football_265.jpg,train,american_football
dataset/train/american_football/american_football_267.jpg,train,american_football
dataset/train/american_football/american_football_27.jpg,train,american_football
dataset/train/american_football/american_football_270.jpg,train,american_football
dataset/train/american_football/american_football_274.jpg,train,american_football
dataset/train/american_football/american_football_275.jpg,train,american_football
dataset/train/american_football/american_football_277.jpg,train,american_football
dataset/train/american_football/american_football_279.jpg,train,american_football
dataset/train/american_football/american_football_286.jpg,train,american_football
dataset/train/american_football/american_football_287.jpg,train,american_football
dataset/train/american_football/american_football_29.jpg,train,american_football
dataset/train/american_football/american_football_292.jpg,train,american_football
dataset/train/american_football/american_football_295.jpg,train,american_football
dataset/train/american_football/american_football_298.jpg,train,american_football
dataset/train/american_football/american_football_299.jpg,train,american_football
dataset/train/american_football/american_football_3.jpg,train,american_football
dataset/train/american_football/american_football_300.jpg,train,american_football
dataset/train/american_football/american_football_301.jpg,train,american_football
dataset/train/american_football/american_football_302.jpg,train,american_football
dataset/train/american_football/american_football_303.jpg,train,american_football
dataset/train/american_football/american_football_305.jpg,train,american_football
dataset/train/american_football/american_football_307.jpg,train,american_football
dataset/train/american_football/american_football_31.jpg,train,american_football
dataset/train/american_football/american_football_310.jpg,train,american_football
dataset/train/american_football/american_football_312.jpg,train,american_football
dataset/train/american_football/american_football_313.jpg,train,american_football
dataset/train/american_football/american_football_314.jpg,train,american_football
dataset/train/american_football/american_football_315.jpg,train,american_football
dataset/train/american_football/american_football_316.jpg,train,american_football
dataset/train/american_football/american_football_317.jpg,train,american_football
dataset/train/american_football/american_football_323.jpg,train,american_football
dataset/train/american_football/american_football_329.jpg,train,american_football
dataset/train/american_football/american_football_332.jpg,train,american_football
dataset/train/american_football/american_football_335.jpg,train,american_football
dataset/train/american_football/american_football_337.jpg,train,american_football
dataset/train/american_football/american_football_338.jpg,train,american_football
dataset/train/american_football/american_football_34.jpg,train,american_football
dataset/train/american_football/american_football_340.jpg,train,american_football
dataset/train/american_football/american_football_341.jpg,train,american_football
dataset/train/american_football/american_football_343.jpg,train,american_football
dataset/train/american_football/american_football_344.jpg,train,american_football
dataset/train/american_football/american_football_345.jpg,train,american_football
dataset/train/american_football/american_football_348.jpg,train,american_football
dataset/train/american_football/american_football_351.jpg,train,american_football
dataset/train/american_football/american_football_352.jpg,train,american_football
dataset/train/american_football/american_football_354.jpg,train,american_football
dataset/train/american_football/american_football_355.jpg,train,american_football
dataset/train/american_football/american_football_359.jpg,train,american_football
dataset/train/american_football/american_football_36.jpg,train,american_football
dataset/train/american_football/american_football_360.jpg,train,american_football
dataset/train/american_football/american_football_361.jpg,train,american_football
dataset/train/american_football/american_football_362.jpg,train,american_football
dataset/train/american_football/american_football_363.jpg,train,american_football
dataset/train/american_football/american_football_370.jpg,train,american_football
dataset/train/american_football/american_football_372.jpg,train,american_football
dataset/train/american_football/american_football_374.jpg,train,american_football
dataset/train/american_football/american_football_379.jpg,train,american_football
dataset/train/american_football/american_football_380.jpg,train,american_football
dataset/train/american_football/american_football_381.jpg,train,american_football
dataset/train/american_football/american_football_385.jpg,train,american_football
dataset/train/american_football/american_football_387.jpg,train,american_football
dataset/train/american_football/american_football_389.jpg,train,american_football
dataset/train/american_football/american_football_390.jpg,train,american_football
dataset/train/american_football/american_football_391.jpg,train,american_football
dataset/train/american_football/american_football_398.jpg,train,american_football
dataset/train/american_football/american_football_402.jpg,train,american_football
dataset/train/american_football/american_football_403.jpg,train,american_football
dataset/train/american_football/american_football_404.jpg,train,american_football
dataset/train/american_football/american_football_405.jpg,train,american_football
dataset/train/american_football/american_football_406.jpg,train,american_football
dataset/train/american_football/american_football_407.jpg,train,american_football
dataset/train/american_football/american_football_408.jpg,train,american_football
dataset/train/american_football/american_football_413.jpg,train,american_football
dataset/train/american_football/american_football_422.jpg,train,american_football
dataset/train/american_football/american_football_424.jpg,train,american_football
dataset/train/american_football/american_football_426.jpg,train,american_football
dataset/train/american_football/american_football_429.jpg,train,american_football
dataset/train/american_football/american_football_43.jpg,train,american_football
dataset/train/american_football/american_football_435.jpg,train,american_football
dataset/train/american_football/american_football_437.jpg,train,american_football
dataset/train/american_football/american_football_439.jpg,train,american_football
dataset/train/american_football/american_football_440.jpg,train,american_football
dataset/train/american_football/american_football_442.jpg,train,american_football
dataset/train/american_football/american_football_444.jpg,train,american_football
dataset/train/american_football/american_football_448.jpg,train,american_football
dataset/train/american_football/american_football_449.jpg,train,american_football
dataset/train/american_football/american_football_45.jpg,train,american_football
dataset/train/american_football/american_football_450.jpg,train,american_football
dataset/train/american_football/american_football_454.jpg,train,american_football
dataset/train/american_football/american_football_456.jpg,train,american_football
dataset/train/american_football/american_football_458.jpg,train,american_football
dataset/train/american_football/american_football_459.jpg,train,american_football
dataset/train/american_football/american_football_46.jpg,train,american_football
dataset/train/american_football/american_football_460.jpg,train,american_football
dataset/train/american_football/american_football_461.jpg,train,american_football
dataset/train/american_football/american_football_465.jpg,train,american_football
dataset/train/american_football/american_football_468.jpg,train,american_football
dataset/train/american_football/american_football_469.jpg,train,american_football
dataset/train/american_football/american_football_47.jpg,train,american_football
dataset/train/american_football/american_football_470.jpg,train,american_football
dataset/train/american_football/american_football_472.jpg,train,american_football
dataset/train/american_football/american_football_475.jpg,train,american_football
dataset/train/american_football/american_football_476.jpg,train,american_football
dataset/train/american_football/american_football_477.jpg,train,american_football
dataset/train/american_football/american_football_48.jpg,train,american_football
dataset/train/american_football/american_football_482.jpg,train,american_football
dataset/train/american_football/american_football_483.jpg,train,american_football
dataset/train/american_football/american_football_484.jpg,train,american_football
dataset/train/american_football/american_football_488.jpg,train,american_football
dataset/train/american_football/american_football_492.jpg,train,american_football
dataset/train/american_football/american_football_493.jpg,train,american_football
dataset/train/american_football/american_football_496.jpg,train,american_football
dataset/train/american_football/american_football_498.jpg,train,american_football
dataset/train/american_football/american_football_499.jpg,train,american_football
dataset/train/american_football/american_football_5.jpg,train,american_football
dataset/train/american_football/american_football_502.jpg,train,american_football
dataset/train/american_football/american_football_504.jpg,train,american_football
dataset/train/american_football/american_football_51.jpg,train,american_football
dataset/train/american_football/american_football_511.jpg,train,american_football
dataset/train/american_football/american_football_514.jpg,train,american_football
dataset/train/american_football/american_football_515.jpg,train,american_football
dataset/train/american_football/american_football_522.jpg,train,american_football
dataset/train/american_football/american_football_524.jpg,train,american_football
dataset/train/american_football/american_football_526.jpg,train,american_football
dataset/train/american_football/american_football_527.jpg,train,american_football
dataset/train/american_football/american_football_529.jpg,train,american_football
dataset/train/american_football/american_football_53.jpg,train,american_football
dataset/train/american_football/american_football_532.jpg,train,american_football
dataset/train/american_football/american_football_534.jpg,train,american_football
dataset/train/american_football/american_football_535.jpg,train,american_football
dataset/train/american_football/american_football_536.jpg,train,american_football
dataset/train/american_football/american_football_538.jpg,train,american_football
dataset/train/american_football/american_football_541.jpg,train,american_football
dataset/train/american_football/american_football_542.jpg,train,american_football
dataset/train/american_football/american_football_544.jpg,train,american_football
dataset/train/american_football/american_football_545.jpg,train,american_football
dataset/train/american_football/american_football_546.jpg,train,american_football
dataset/train/american_football/american_football_547.jpg,train,american_football
dataset/train/american_football/american_football_549.jpg,train,american_football
dataset/train/american_football/american_football_550.jpg,train,american_football
dataset/train/american_football/american_football_552.jpg,train,american_football
dataset/train/american_football/american_football_553.jpg,train,american_football
dataset/train/american_football/american_football_554.jpg,train,american_football
dataset/train/american_football/american_football_555.jpg,train,american_football
dataset/train/american_football/american_football_557.jpg,train,american_football
dataset/train/american_football/american_football_56.jpg,train,american_football
dataset/train/american_football/american_football_560.jpg,train,american_football
dataset/train/american_football/american_football_561.jpg,train,american_football
dataset/train/american_football/american_football_562.jpg,train,american_football
dataset/train/american_football/american_football_563.jpg,train,american_football
dataset/train/american_football/american_football_567.jpg,train,american_football
dataset/train/american_football/american_football_568.jpg,train,american_football
dataset/train/american_football/american_football_57.jpg,train,american_football
dataset/train/american_football/american_football_570.jpg,train,american_football
dataset/train/american_football/american_football_571.jpg,train,american_football
dataset/train/american_football/american_football_575.jpg,train,american_football
dataset/train/american_football/american_football_576.jpg,train,american_football
dataset/train/american_football/american_football_579.jpg,train,american_football
dataset/train/american_football/american_football_581.jpg,train,american_football
dataset/train/american_football/american_football_582.jpg,train,american_football
dataset/train/american_football/american_football_585.jpg,train,american_football
dataset/train/american_football/american_football_588.jpg,train,american_football
dataset/train/american_football/american_football_589.jpg,train,american_football
dataset/train/american_football/american_football_59.jpg,train,american_football
dataset/train/american_football/american_football_592.jpg,train,american_football
dataset/train/american_football/american_football_593.jpg,train,american_football
dataset/train/american_football/american_football_595.jpg,train,american_football
dataset/train/american_football/american_football_597.jpg,train,american_football
dataset/train/american_football/american_football_598.jpg,train,american_football
dataset/train/american_football/american_football_6.jpg,train,american_football
dataset/train/american_football/american_football_600.jpg,train,american_football
dataset/train/american_football/american_football_601.jpg,train,american_football
dataset/train/american_football/american_football_602.jpg,train,american_football
dataset/train/american_football/american_football_605.jpg,train,american_football
dataset/train/american_football/american_football_610.jpg,train,american_football
dataset/train/american_football/american_football_612.jpg,train,american_football
dataset/train/american_football/american_football_617.jpg,train,american_football
dataset/train/american_football/american_football_618.jpg,train,american_football
dataset/train/american_football/american_football_619.jpg,train,american_football
dataset/train/american_football/american_football_622.jpg,train,american_football
dataset/train/american_football/american_football_624.jpg,train,american_football
dataset/train/american_football/american_football_626.jpg,train,american_football
dataset/train/american_football/american_football_627.jpg,train,american_football
dataset/train/american_football/american_football_631.jpg,train,american_football
dataset/train/american_football/american_football_633.jpg,train,american_football
dataset/train/american_football/american_football_634.jpg,train,american_football
dataset/train/american_football/american_football_636.jpg,train,american_football
dataset/train/american_football/american_football_638.jpg,train,american_football
dataset/train/american_football/american_football_639.jpg,train,american_football
dataset/train/american_football/american_football_64.jpg,train,american_football
dataset/train/american_football/american_football_640.jpg,train,american_football
dataset/train/american_football/american_football_641.jpg,train,american_football
dataset/train/american_football/american_football_645.jpg,train,american_football
dataset/train/american_football/american_football_646.jpg,train,american_football
dataset/train/american_football/american_football_65.jpg,train,american_football
dataset/train/american_football/american_football_651.jpg,train,american_football
dataset/train/american_football/american_football_652.jpg,train,american_football
dataset/train/american_football/american_football_656.jpg,train,american_football
dataset/train/american_football/american_football_663.jpg,train,american_football
dataset/train/american_football/american_football_664.jpg,train,american_football
dataset/train/american_football/american_football_667.jpg,train,american_football
dataset/train/american_football/american_football_671.jpg,train,american_football
dataset/train/american_football/american_football_673.jpg,train,american_football
dataset/train/american_football/american_football_676.jpg,train,american_football
dataset/train/american_football/american_football_677.jpg,train,american_football
dataset/train/american_football/american_football_678.jpg,train,american_football
dataset/train/american_football/american_football_679.jpg,train,american_football
dataset/train/american_football/american_football_680.jpg,train,american_football
dataset/train/american_football/american_football_682.jpg,train,american_football
dataset/train/american_football/american_football_685.jpg,train,american_football
dataset/train/american_football/american_football_69.jpg,train,american_football
dataset/train/american_football/american_football_691.jpg,train,american_football
dataset/train/american_football/american_football_695.jpg,train,american_football
dataset/train/american_football/american_football_696.jpg,train,american_football
dataset/train/american_football/american_football_698.jpg,train,american_football
dataset/train/american_football/american_football_7.jpg,train,american_football
dataset/train/american_football/american_football_70.jpg,train,american_football
dataset/train/american_football/american_football_700.jpg,train,american_football
dataset/train/american_football/american_football_701.jpg,train,american_football
dataset/train/american_football/american_football_704.jpg,train,american_football
dataset/train/american_football/american_football_705.jpg,train,american_football
dataset/train/american_football/american_football_706.jpg,train,american_football
dataset/train/american_football/american_football_707.jpg,train,american_football
dataset/train/american_football/american_football_708.jpg,train,american_football
dataset/train/american_football/american_football_710.jpg,train,american_football
dataset/train/american_football/american_football_711.jpg,train,american_football
dataset/train/american_football/american_football_713.jpg,train,american_football
dataset/train/american_football/american_football_715.jpg,train,american_football
dataset/train/american_football/american_football_716.jpg,train,american_football
dataset/train/american_football/american_football_719.jpg,train,american_football
dataset/train/american_football/american_football_72.jpg,train,american_football
dataset/train/american_football/american_football_722.jpg,train,american_football
dataset/train/american_football/american_football_723.jpg,train,american_football
dataset/train/american_football/american_football_724.jpg,train,american_football
dataset/train/american_football/american_football_726.jpg,train,american_football
dataset/train/american_football/american_football_727.jpg,train,american_football
dataset/train/american_football/american_football_728.jpg,train,american_football
dataset/train/american_football/american_football_733.jpg,train,american_football
dataset/train/american_football/american_football_734.jpg,train,american_football
dataset/train/american_football/american_football_738.jpg,train,american_football
dataset/train/american_football/american_football_740.jpg,train,american_football
dataset/train/american_football/american_football_741.jpg,train,american_football
dataset/train/american_football/american_football_744.jpg,train,american_football
dataset/train/american_football/american_football_746.jpg,train,american_football
dataset/train/american_football/american_football_748.jpg,train,american_football
dataset/train/american_football/american_football_752.jpg,train,american_football
dataset/train/american_football/american_football_754.jpg,train,american_football
dataset/train/american_football/american_football_759.jpg,train,american_football
dataset/train/american_football/american_football_76.jpg,train,american_football
dataset/train/american_football/american_football_760.jpg,train,american_football
dataset/train/american_football/american_football_761.jpg,train,american_football
dataset/train/american_football/american_football_762.jpg,train,american_football
dataset/train/american_football/american_football_763.jpg,train,american_football
dataset/train/american_football/american_football_766.jpg,train,american_football
dataset/train/american_football/american_football_767.jpg,train,american_football
dataset/train/american_football/american_football_770.jpg,train,american_football
dataset/train/american_football/american_football_771.jpg,train,american_football
dataset/train/american_football/american_football_772.jpg,train,american_football
dataset/train/american_football/american_football_773.jpg,train,american_football
dataset/train/american_football/american_football_775.jpg,train,american_football
dataset/train/american_football/american_football_778.jpg,train,american_football
dataset/train/american_football/american_football_779.jpg,train,american_football
dataset/train/american_football/american_football_780.jpg,train,american_football
dataset/train/american_football/american_football_781.jpg,train,american_football
dataset/train/american_football/american_football_786.jpg,train,american_football
dataset/train/american_football/american_football_791.jpg,train,american_football
dataset/train/american_football/american_football_792.jpg,train,american_football
dataset/train/american_football/american_football_793.jpg,train,american_football
dataset/train/american_football/american_football_794.jpg,train,american_football
dataset/train/american_football/american_football_796.jpg,train,american_football
dataset/train/american_football/american_football_797.jpg,train,american_football
dataset/train/american_football/american_football_80.jpg,train,american_football
dataset/train/american_football/american_football_807.jpg,train,american_football
dataset/train/american_football/american_football_808.jpg,train,american_football
dataset/train/american_football/american_football_809.jpg,train,american_football
dataset/train/american_football/american_football_81.jpg,train,american_football
dataset/train/american_football/american_football_810.jpg,train,american_football
dataset/train/american_football/american_football_812.jpg,train,american_football
dataset/train/american_football/american_football_815.jpg,train,american_football
dataset/train/american_football/american_football_817.jpg,train,american_football
dataset/train/american_football/american_football_818.jpg,train,american_football
dataset/train/american_football/american_football_82.jpg,train,american_football
dataset/train/american_football/american_football_820.jpg,train,american_football
dataset/train/american_football/american_football_824.jpg,train,american_football
dataset/train/american_football/american_football_83.jpg,train,american_football
dataset/train/american_football/american_football_84.jpg,train,american_football
dataset/train/american_football/american_football_85.jpg,train,american_football
dataset/train/american_football/american_football_87.jpg,train,american_football
dataset/train/american_football/american_football_89.jpg,train,american_football
dataset/train/american_football/american_football_90.jpg,train,american_football
dataset/train/american_football/american_football_92.jpg,train,american_football
dataset/train/american_football/american_football_93.jpg,train,american_football
dataset/train/american_football/american_football_94.jpg,train,american_football
dataset/train/american_football/american_football_97.jpg,train,american_football
dataset/train/american_football/american_football_98.jpg,train,american_football
dataset/train/american_football/american_football_99.jpg,train,american_football
dataset/train/baseball/baseball_0.jpg,train,baseball
dataset/train/baseball/baseball_1.jpg,train,baseball
dataset/train/baseball/baseball_10.jpg,train,baseball
dataset/train/baseball/baseball_100.jpg,train,baseball
dataset/train/baseball/baseball_103.jpg,train,baseball
dataset/train/baseball/baseball_111.jpg,train,baseball
dataset/train/baseball/baseball_116.jpg,train,baseball
dataset/train/baseball/baseball_117.jpg,train,baseball
dataset/train/baseball/baseball_12.jpg,train,baseball
dataset/train/baseball/baseball_124.jpg,train,baseball
dataset/train/baseball/baseball_125.jpg,train,baseball
dataset/train/baseball/baseball_131.jpg,train,baseball
dataset/train/baseball/baseball_132.jpg,train,baseball
dataset/train/baseball/baseball_133.jpg,train,baseball
dataset/train/baseball/baseball_137.jpg,train,baseball
dataset/train/baseball/baseball_139.jpg,train,baseball
dataset/train/baseball/baseball_141.jpg,train,baseball
dataset/train/baseball/baseball_146.jpg,train,baseball
dataset/train/baseball/baseball_147.jpg,train,baseball
dataset/train/baseball/baseball_149.jpg,train,baseball
dataset/train/baseball/baseball_153.jpg,train,baseball
dataset/train/baseball/baseball_155.jpg,train,baseball
dataset/train/baseball/baseball_156.jpg,train,baseball
dataset/train/baseball/baseball_157.jpg,train,baseball
dataset/train/baseball/baseball_159.jpg,train,baseball
dataset/train/baseball/baseball_167.jpg,train,baseball
dataset/train/baseball/baseball_169.jpg,train,baseball
dataset/train/baseball/baseball_172.jpg,train,baseball
dataset/train/baseball/baseball_174.jpg,train,baseball
dataset/train/baseball/baseball_175.jpg,train,baseball
dataset/train/baseball/baseball_176.jpg,train,baseball
dataset/train/baseball/baseball_177.jpg,train,baseball
dataset/train/baseball/baseball_178.jpg,train,baseball
dataset/train/baseball/baseball_179.jpg,train,baseball
